row_1,row_2,similarity,text_1,text_2
106,298,1.0,sunrise clinic Bangalore,sunrise clinic Bangalore
84,173,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
94,201,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
210,231,1.0,Apollo Hosp Pune,Apollo Hospital Pune
37,191,1.0,Fortis Hospital Mumbai,Fortis Hospital Mumbai
4,13,100.0,Fortis Hosp Pune,Fortis Hosp Pune
97,65,100.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
12,109,1.0,Fortis Hosp Delhi,Fortis Hospital Delhi
97,121,1.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
254,54,100.0,AIIMS Pune,AIIMS Pune
270,277,1.0,Fortis Hospital Pune,Fortis Hosp Pune
195,268,1.0,Fortis Hosp Bangalore,fortis hospital Bangalore
29,264,1.0,AIIMS Mumbai,AIIMS Mumbai
208,244,1.0,Apollo Hospital Pune,Apollo Hospital Pune
64,265,1.0,Apollo Hospital Delhi,Apollo Hosp Delhi
141,178,1.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
221,254,1.0,AIIMS Pune,AIIMS Pune
6,277,1.0,fortis hospital Pune,Fortis Hosp Pune
101,142,1.0,Apollo Hosp Mumbai,apollo hospital Mumbai
180,283,1.0,AIIMS Mumbai,aiims Mumbai
190,286,1.0,Fortis Hospital Delhi,Fortis Hosp Delhi
274,298,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
1,170,1.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
4,24,1.0,Fortis Hosp Pune,Fortis Hosp Pune
64,82,1.0,Apollo Hospital Delhi,apollo hospital Delhi
241,36,100.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
64,216,1.0,Apollo Hospital Delhi,Apollo Hosp Delhi
68,286,1.0,Fortis Hospital Delhi,Fortis Hosp Delhi
46,161,1.0,AIIMS Bangalore,AIIMS Bangalore
4,277,1.0,Fortis Hosp Pune,Fortis Hosp Pune
20,281,1.0000000000000002,City Hospital Pune,City Hosp Pune
87,282,1.0,City Hospital Mumbai,City Hospital Mumbai
152,273,1.0,aiims Bangalore,AIIMS Bangalore
174,198,1.0,apollo hospital Bangalore,Apollo Hosp Bangalore
40,275,1.0,aiims Pune,AIIMS Pune
178,268,1.0,Fortis Hosp Bangalore,fortis hospital Bangalore
243,3,100.0,City Hosp Bangalore,City Hospital Bangalore
202,16,100.0,City Hospital Bangalore,City Hospital Bangalore
47,31,100.0,Apollo Hosp Mumbai,apollo hospital Mumbai
257,4,100.0,Fortis Hosp Pune,Fortis Hosp Pune
61,113,1.0,fortis hospital Delhi,Fortis Hospital Delhi
227,242,1.0,apollo hospital Pune,apollo hospital Pune
33,45,1.0000000000000002,city hospital Bangalore,city hospital Bangalore
83,291,1.0,Fortis Hosp Pune,Fortis Hospital Pune
221,284,1.0,AIIMS Pune,aiims Pune
102,125,1.0,Sunrise Clinic Pune,sunrise clinic Pune
109,286,1.0,Fortis Hospital Delhi,Fortis Hosp Delhi
172,55,100.0,fortis hospital Mumbai,Fortis Hosp Mumbai
293,18,100.0,Sunrise Clinic Delhi,sunrise clinic Delhi
3,202,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
2,134,1.0,fortis hospital Bangalore,Fortis Hospital Bangalore
83,117,1.0,Fortis Hosp Pune,Fortis Hospital Pune
63,158,1.0,Apollo Hospital Mumbai,Apollo Hospital Mumbai
188,243,1.0000000000000002,City Hospital Bangalore,City Hosp Bangalore
149,27,100.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
182,280,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
140,168,1.0,Fortis Hosp Pune,Fortis Hospital Pune
0,53,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
55,69,1.0,Fortis Hosp Mumbai,fortis hospital Mumbai
189,36,100.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
154,269,1.0,Apollo Hospital Delhi,Apollo Hosp Delhi
176,194,1.0,aiims Pune,aiims Pune
198,1,100.0,Apollo Hosp Bangalore,Apollo Hosp Bangalore
180,264,1.0,AIIMS Mumbai,AIIMS Mumbai
124,235,1.0000000000000002,city hospital Bangalore,City Hospital Bangalore
214,143,100.0,sunrise clinic Mumbai,sunrise clinic Mumbai
243,33,100.0,City Hosp Bangalore,city hospital Bangalore
27,2,100.0,Fortis Hosp Bangalore,fortis hospital Bangalore
30,31,100.0,apollo hospital Mumbai,apollo hospital Mumbai
168,24,100.0,Fortis Hospital Pune,Fortis Hosp Pune
48,158,1.0,apollo hospital Mumbai,Apollo Hospital Mumbai
244,208,100.0,Apollo Hospital Pune,Apollo Hospital Pune
35,198,1.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
16,45,1.0000000000000002,City Hospital Bangalore,city hospital Bangalore
210,242,1.0,Apollo Hosp Pune,apollo hospital Pune
174,35,100.0,apollo hospital Bangalore,Apollo Hospital Bangalore
140,13,100.0,Fortis Hosp Pune,Fortis Hosp Pune
54,194,1.0,AIIMS Pune,aiims Pune
134,136,1.0,Fortis Hospital Bangalore,fortis hospital Bangalore
19,284,1.0,AIIMS Pune,aiims Pune
29,112,1.0,AIIMS Mumbai,aiims Mumbai
133,64,100.0,Apollo Hospital Delhi,Apollo Hospital Delhi
185,95,100.0,Fortis Hosp Bangalore,Fortis Hospital Bangalore
248,7,100.0,apollo hospital Mumbai,apollo hospital Mumbai
37,9,100.0,Fortis Hospital Mumbai,fortis hospital Mumbai
13,24,1.0,Fortis Hosp Pune,Fortis Hosp Pune
174,220,1.0,apollo hospital Bangalore,Apollo Hosp Bangalore
96,282,1.0,city hospital Mumbai,City Hospital Mumbai
128,120,100.0,Apollo Hospital Delhi,apollo hospital Delhi
188,3,100.0,City Hospital Bangalore,City Hospital Bangalore
236,123,100.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
156,218,1.0000000000000002,city hospital Delhi,City Hosp Delhi
68,209,1.0,Fortis Hospital Delhi,fortis hospital Delhi
31,158,1.0,apollo hospital Mumbai,Apollo Hospital Mumbai
190,213,1.0,Fortis Hospital Delhi,Fortis Hosp Delhi
47,63,1.0,Apollo Hosp Mumbai,Apollo Hospital Mumbai
132,296,1.0,aiims Pune,AIIMS Pune
39,88,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
95,2,100.0,Fortis Hospital Bangalore,fortis hospital Bangalore
203,5,100.0,Sunrise Clinic Pune,Sunrise Clinic Pune
181,55,100.0,Fortis Hosp Mumbai,Fortis Hosp Mumbai
157,179,1.0,AIIMS Bangalore,AIIMS Bangalore
10,271,1.0,fortis hospital Mumbai,fortis hospital Mumbai
73,183,1.0,sunrise clinic Pune,Sunrise Clinic Pune
109,209,1.0,Fortis Hospital Delhi,fortis hospital Delhi
133,238,1.0,Apollo Hospital Delhi,Apollo Hospital Delhi
81,298,1.0,sunrise clinic Bangalore,sunrise clinic Bangalore
86,231,1.0,Apollo Hosp Pune,Apollo Hospital Pune
43,22,100.0,City Hospital Pune,city hospital Pune
156,160,1.0000000000000002,city hospital Delhi,City Hosp Delhi
117,6,100.0,Fortis Hospital Pune,fortis hospital Pune
174,250,1.0,apollo hospital Bangalore,Apollo Hospital Bangalore
51,59,1.0,AIIMS Pune,AIIMS Pune
109,297,1.0,Fortis Hospital Delhi,fortis hospital Delhi
120,269,1.0,apollo hospital Delhi,Apollo Hosp Delhi
35,170,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
171,3,100.0,City Hospital Bangalore,City Hospital Bangalore
122,220,1.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
0,219,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
27,118,1.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
235,3,100.0,City Hospital Bangalore,City Hospital Bangalore
46,58,100.0,AIIMS Bangalore,AIIMS Bangalore
239,73,100.0,Sunrise Clinic Pune,sunrise clinic Pune
30,63,1.0,apollo hospital Mumbai,Apollo Hospital Mumbai
258,69,100.0,Fortis Hospital Mumbai,fortis hospital Mumbai
130,176,1.0,aiims Pune,aiims Pune
2,186,1.0,fortis hospital Bangalore,fortis hospital Bangalore
20,22,1.0000000000000002,City Hospital Pune,city hospital Pune
82,128,1.0,apollo hospital Delhi,Apollo Hospital Delhi
295,208,100.0,apollo hospital Pune,Apollo Hospital Pune
174,201,1.0,apollo hospital Bangalore,Apollo Hospital Bangalore
108,123,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
91,12,100.0,Fortis Hosp Delhi,Fortis Hosp Delhi
185,27,100.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
153,289,1.0,Fortis Hospital Delhi,Fortis Hospital Delhi
216,120,100.0,Apollo Hosp Delhi,apollo hospital Delhi
128,17,100.0,Apollo Hospital Delhi,Apollo Hosp Delhi
280,73,100.0,Sunrise Clinic Pune,sunrise clinic Pune
273,46,100.0,AIIMS Bangalore,AIIMS Bangalore
103,253,1.0,AIIMS Delhi,AIIMS Delhi
204,257,1.0,Fortis Hosp Pune,Fortis Hosp Pune
139,160,1.0000000000000002,City Hosp Delhi,City Hosp Delhi
109,289,1.0,Fortis Hospital Delhi,Fortis Hospital Delhi
123,228,1.0,Sunrise Clinic Mumbai,sunrise clinic Mumbai
275,284,1.0,AIIMS Pune,aiims Pune
52,46,100.0,aiims Bangalore,AIIMS Bangalore
223,254,1.0,AIIMS Pune,AIIMS Pune
235,33,100.0,City Hospital Bangalore,city hospital Bangalore
247,89,100.0,Fortis Hospital Bangalore,Fortis Hospital Bangalore
142,31,100.0,apollo hospital Mumbai,apollo hospital Mumbai
52,152,1.0,aiims Bangalore,aiims Bangalore
173,0,100.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
108,143,100.0,Sunrise Clinic Mumbai,sunrise clinic Mumbai
32,112,100.0,AIIMS Mumbai,aiims Mumbai
119,53,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
100,275,1.0,aiims Pune,AIIMS Pune
172,9,100.0,fortis hospital Mumbai,fortis hospital Mumbai
262,41,100.0,aiims Mumbai,AIIMS Mumbai
97,0,100.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
91,42,100.0,Fortis Hosp Delhi,fortis hospital Delhi
15,226,1.0,Sunrise Clinic Delhi,Sunrise Clinic Delhi
12,297,1.0,Fortis Hosp Delhi,fortis hospital Delhi
10,69,1.0,fortis hospital Mumbai,fortis hospital Mumbai
26,236,1.0,sunrise clinic Mumbai,sunrise clinic Mumbai
286,61,100.0,Fortis Hosp Delhi,fortis hospital Delhi
237,212,100.0,city hospital Mumbai,city hospital Mumbai
51,90,1.0,AIIMS Pune,aiims Pune
181,37,100.0,Fortis Hosp Mumbai,Fortis Hospital Mumbai
127,56,100.0,AIIMS Pune,AIIMS Pune
83,6,100.0,Fortis Hosp Pune,fortis hospital Pune
27,149,1.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
146,52,100.0,AIIMS Bangalore,aiims Bangalore
3,235,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
220,8,100.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
95,247,1.0,Fortis Hospital Bangalore,Fortis Hospital Bangalore
16,211,1.0000000000000002,City Hospital Bangalore,City Hosp Bangalore
57,289,1.0,Fortis Hospital Delhi,Fortis Hospital Delhi
228,123,100.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
223,284,1.0,AIIMS Pune,aiims Pune
249,279,1.0,Sunrise Clinic Pune,sunrise clinic Pune
286,12,100.0,Fortis Hosp Delhi,Fortis Hosp Delhi
248,288,1.0,apollo hospital Mumbai,Apollo Hosp Mumbai
239,5,100.0,Sunrise Clinic Pune,Sunrise Clinic Pune
216,17,100.0,Apollo Hosp Delhi,Apollo Hosp Delhi
264,112,100.0,AIIMS Mumbai,aiims Mumbai
53,298,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
198,34,100.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
6,291,1.0,fortis hospital Pune,Fortis Hospital Pune
81,97,1.0,sunrise clinic Bangalore,sunrise clinic Bangalore
78,168,1.0,Fortis Hospital Pune,Fortis Hospital Pune
82,238,1.0,apollo hospital Delhi,Apollo Hospital Delhi
63,142,1.0,Apollo Hospital Mumbai,apollo hospital Mumbai
149,195,1.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
67,187,1.0,Apollo Hosp Bangalore,apollo hospital Bangalore
280,5,100.0,Sunrise Clinic Pune,Sunrise Clinic Pune
55,181,1.0,Fortis Hosp Mumbai,Fortis Hosp Mumbai
156,85,100.0,city hospital Delhi,City Hospital Delhi
4,291,1.0,Fortis Hosp Pune,Fortis Hospital Pune
121,0,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
56,194,1.0,AIIMS Pune,aiims Pune
209,57,100.0,fortis hospital Delhi,Fortis Hospital Delhi
26,217,1.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
48,142,1.0,apollo hospital Mumbai,apollo hospital Mumbai
127,221,1.0,AIIMS Pune,AIIMS Pune
3,45,100.0,City Hospital Bangalore,city hospital Bangalore
178,89,100.0,Fortis Hosp Bangalore,Fortis Hospital Bangalore
92,270,1.0,fortis hospital Pune,Fortis Hospital Pune
172,69,100.0,fortis hospital Mumbai,fortis hospital Mumbai
266,108,100.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
135,151,1.0000000000000002,City Hospital Delhi,City Hospital Delhi
181,9,100.0,Fortis Hosp Mumbai,fortis hospital Mumbai
171,177,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
190,12,100.0,Fortis Hospital Delhi,Fortis Hosp Delhi
105,252,1.0000000000000002,city hospital Pune,City Hosp Pune
224,50,100.0,Sunrise Clinic Delhi,sunrise clinic Delhi
11,85,1.0000000000000002,City Hospital Delhi,City Hospital Delhi
51,275,1.0,AIIMS Pune,AIIMS Pune
139,85,100.0,City Hosp Delhi,City Hospital Delhi
114,187,1.0,apollo hospital Bangalore,apollo hospital Bangalore
153,167,1.0,Fortis Hospital Delhi,fortis hospital Delhi
279,44,100.0,sunrise clinic Pune,Sunrise Clinic Pune
14,6,100.0,Fortis Hospital Pune,fortis hospital Pune
76,183,1.0,sunrise clinic Pune,Sunrise Clinic Pune
31,142,1.0,apollo hospital Mumbai,apollo hospital Mumbai
166,168,1.0,fortis hospital Pune,Fortis Hospital Pune
200,44,100.0,Sunrise Clinic Pune,Sunrise Clinic Pune
111,134,1.0,Fortis Hosp Bangalore,Fortis Hospital Bangalore
211,16,100.0,City Hosp Bangalore,City Hospital Bangalore
235,45,100.0,City Hospital Bangalore,city hospital Bangalore
80,60,100.0,apollo hospital Pune,apollo hospital Pune
23,106,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
166,13,100.0,fortis hospital Pune,Fortis Hosp Pune
186,206,1.0,fortis hospital Bangalore,Fortis Hospital Bangalore
87,212,100.0,City Hospital Mumbai,city hospital Mumbai
208,231,1.0,Apollo Hospital Pune,Apollo Hospital Pune
297,57,100.0,fortis hospital Delhi,Fortis Hospital Delhi
33,3,100.0,city hospital Bangalore,City Hospital Bangalore
88,124,1.0000000000000002,City Hospital Bangalore,city hospital Bangalore
29,205,1.0,AIIMS Mumbai,AIIMS Mumbai
79,132,1.0,AIIMS Pune,aiims Pune
163,278,1.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
274,285,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
151,38,100.0,City Hospital Delhi,City Hosp Delhi
288,30,100.0,Apollo Hosp Mumbai,apollo hospital Mumbai
53,97,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
132,176,1.0,aiims Pune,aiims Pune
30,47,1.0,apollo hospital Mumbai,Apollo Hosp Mumbai
178,111,100.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
233,99,100.0,sunrise clinic Pune,sunrise clinic Pune
166,14,100.0,fortis hospital Pune,Fortis Hospital Pune
183,44,100.0,Sunrise Clinic Pune,Sunrise Clinic Pune
66,150,1.0000000000000002,city hospital Pune,City Hosp Pune
181,69,100.0,Fortis Hosp Mumbai,fortis hospital Mumbai
295,192,100.0,apollo hospital Pune,Apollo Hosp Pune
185,195,1.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
73,197,1.0,sunrise clinic Pune,Sunrise Clinic Pune
58,71,1.0,AIIMS Bangalore,AIIMS Bangalore
127,194,1.0,AIIMS Pune,aiims Pune
141,195,1.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
5,44,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
167,190,1.0,fortis hospital Delhi,Fortis Hospital Delhi
230,236,1.0,Sunrise Clinic Mumbai,sunrise clinic Mumbai
38,218,1.0000000000000002,City Hosp Delhi,City Hosp Delhi
79,296,1.0,AIIMS Pune,AIIMS Pune
40,79,1.0,aiims Pune,AIIMS Pune
57,109,1.0,Fortis Hospital Delhi,Fortis Hospital Delhi
59,19,100.0,AIIMS Pune,AIIMS Pune
269,64,100.0,Apollo Hosp Delhi,Apollo Hospital Delhi
39,45,100.0,City Hospital Bangalore,city hospital Bangalore
1,187,1.0,Apollo Hosp Bangalore,apollo hospital Bangalore
41,283,1.0,AIIMS Mumbai,aiims Mumbai
118,268,1.0,Fortis Hosp Bangalore,fortis hospital Bangalore
196,50,100.0,sunrise clinic Delhi,sunrise clinic Delhi
156,175,1.0000000000000002,city hospital Delhi,City Hosp Delhi
32,240,1.0,AIIMS Mumbai,aiims Mumbai
47,48,100.0,Apollo Hosp Mumbai,apollo hospital Mumbai
164,213,1.0,fortis hospital Delhi,Fortis Hosp Delhi
217,256,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
96,212,100.0,city hospital Mumbai,city hospital Mumbai
16,33,100.0,City Hospital Bangalore,city hospital Bangalore
26,36,100.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
127,40,100.0,AIIMS Pune,aiims Pune
230,266,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
24,204,1.0,Fortis Hosp Pune,Fortis Hosp Pune
293,169,100.0,Sunrise Clinic Delhi,sunrise clinic Delhi
198,67,100.0,Apollo Hosp Bangalore,Apollo Hosp Bangalore
154,17,100.0,Apollo Hospital Delhi,Apollo Hosp Delhi
155,248,1.0,Apollo Hosp Mumbai,apollo hospital Mumbai
53,119,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
12,42,100.0,Fortis Hosp Delhi,fortis hospital Delhi
111,136,1.0,Fortis Hosp Bangalore,fortis hospital Bangalore
157,71,100.0,AIIMS Bangalore,AIIMS Bangalore
242,208,100.0,apollo hospital Pune,Apollo Hospital Pune
89,27,100.0,Fortis Hospital Bangalore,Fortis Hosp Bangalore
67,220,1.0,Apollo Hosp Bangalore,Apollo Hosp Bangalore
197,5,100.0,Sunrise Clinic Pune,Sunrise Clinic Pune
8,116,1.0,Apollo Hospital Bangalore,apollo hospital Bangalore
106,163,1.0,sunrise clinic Bangalore,sunrise clinic Bangalore
147,69,100.0,Fortis Hospital Mumbai,fortis hospital Mumbai
48,31,100.0,apollo hospital Mumbai,apollo hospital Mumbai
148,166,1.0,fortis hospital Pune,fortis hospital Pune
139,175,1.0000000000000002,City Hosp Delhi,City Hosp Delhi
192,60,100.0,Apollo Hosp Pune,apollo hospital Pune
30,48,100.0,apollo hospital Mumbai,apollo hospital Mumbai
151,11,100.0,City Hospital Delhi,City Hospital Delhi
155,199,1.0,Apollo Hosp Mumbai,Apollo Hospital Mumbai
127,254,1.0,AIIMS Pune,AIIMS Pune
275,56,100.0,AIIMS Pune,AIIMS Pune
207,37,100.0,Fortis Hosp Mumbai,Fortis Hospital Mumbai
206,268,1.0,Fortis Hospital Bangalore,fortis hospital Bangalore
167,57,100.0,fortis hospital Delhi,Fortis Hospital Delhi
19,127,1.0,AIIMS Pune,AIIMS Pune
47,129,1.0,Apollo Hosp Mumbai,Apollo Hosp Mumbai
67,250,1.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
162,34,100.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
219,278,1.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
136,89,100.0,fortis hospital Bangalore,Fortis Hospital Bangalore
7,155,1.0,apollo hospital Mumbai,Apollo Hosp Mumbai
40,90,1.0,aiims Pune,aiims Pune
97,278,1.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
75,253,1.0,AIIMS Delhi,AIIMS Delhi
69,267,1.0,fortis hospital Mumbai,Fortis Hospital Mumbai
106,0,100.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
157,52,100.0,AIIMS Bangalore,aiims Bangalore
1,198,1.0,Apollo Hosp Bangalore,Apollo Hosp Bangalore
284,51,100.0,aiims Pune,AIIMS Pune
165,248,1.0,apollo hospital Mumbai,apollo hospital Mumbai
67,251,1.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
169,293,1.0,sunrise clinic Delhi,Sunrise Clinic Delhi
242,295,1.0,apollo hospital Pune,apollo hospital Pune
112,283,1.0,aiims Mumbai,aiims Mumbai
255,271,1.0,Fortis Hospital Mumbai,fortis hospital Mumbai
175,11,100.0,City Hosp Delhi,City Hospital Delhi
58,74,1.0,AIIMS Bangalore,AIIMS Bangalore
208,80,100.0,Apollo Hospital Pune,apollo hospital Pune
199,31,100.0,Apollo Hospital Mumbai,apollo hospital Mumbai
28,13,100.0,Fortis Hospital Pune,Fortis Hosp Pune
225,26,100.0,Sunrise Clinic Mumbai,sunrise clinic Mumbai
111,118,1.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
162,170,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
165,199,1.0,apollo hospital Mumbai,Apollo Hospital Mumbai
108,189,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
234,66,100.0,City Hosp Pune,city hospital Pune
58,287,1.0,AIIMS Bangalore,aiims Bangalore
274,0,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
170,67,100.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
94,251,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
141,149,1.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
206,299,1.0,Fortis Hospital Bangalore,Fortis Hosp Bangalore
53,65,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
22,105,1.0000000000000002,city hospital Pune,city hospital Pune
114,201,1.0,apollo hospital Bangalore,Apollo Hospital Bangalore
45,171,1.0000000000000002,city hospital Bangalore,City Hospital Bangalore
146,232,1.0,AIIMS Bangalore,aiims Bangalore
1,35,100.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
257,24,100.0,Fortis Hosp Pune,Fortis Hosp Pune
168,14,100.0,Fortis Hospital Pune,Fortis Hospital Pune
0,53,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
4,257,1.0,Fortis Hosp Pune,Fortis Hosp Pune
9,37,100.0,fortis hospital Mumbai,Fortis Hospital Mumbai
18,196,1.0,sunrise clinic Delhi,sunrise clinic Delhi
30,31,1.0,apollo hospital Mumbai,apollo hospital Mumbai
61,68,100.0,fortis hospital Delhi,Fortis Hospital Delhi
258,37,100.0,Fortis Hospital Mumbai,Fortis Hospital Mumbai
224,15,100.0,Sunrise Clinic Delhi,Sunrise Clinic Delhi
3,88,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
247,299,1.0,Fortis Hospital Bangalore,Fortis Hosp Bangalore
28,277,1.0,Fortis Hospital Pune,Fortis Hosp Pune
9,181,1.0,fortis hospital Mumbai,Fortis Hosp Mumbai
44,182,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
112,264,1.0,aiims Mumbai,AIIMS Mumbai
69,55,100.0,fortis hospital Mumbai,Fortis Hosp Mumbai
138,259,1.0,AIIMS Delhi,AIIMS Delhi
250,1,100.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
19,100,1.0,AIIMS Pune,aiims Pune
1,220,1.0,Apollo Hosp Bangalore,Apollo Hosp Bangalore
164,167,1.0,fortis hospital Delhi,fortis hospital Delhi
200,99,100.0,Sunrise Clinic Pune,sunrise clinic Pune
108,26,100.0,Sunrise Clinic Mumbai,sunrise clinic Mumbai
90,127,1.0,aiims Pune,AIIMS Pune
49,240,1.0,aiims Mumbai,aiims Mumbai
208,295,1.0,Apollo Hospital Pune,apollo hospital Pune
3,39,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
53,285,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
285,65,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
104,44,100.0,sunrise clinic Pune,Sunrise Clinic Pune
186,27,100.0,fortis hospital Bangalore,Fortis Hosp Bangalore
136,206,1.0,fortis hospital Bangalore,Fortis Hospital Bangalore
95,185,1.0,Fortis Hospital Bangalore,Fortis Hosp Bangalore
206,2,100.0,Fortis Hospital Bangalore,fortis hospital Bangalore
194,223,1.0,aiims Pune,AIIMS Pune
63,129,1.0,Apollo Hospital Mumbai,Apollo Hosp Mumbai
283,49,100.0,aiims Mumbai,aiims Mumbai
73,76,100.0,sunrise clinic Pune,sunrise clinic Pune
89,299,1.0,Fortis Hospital Bangalore,Fortis Hosp Bangalore
8,198,1.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
68,153,1.0,Fortis Hospital Delhi,Fortis Hospital Delhi
101,222,1.0,Apollo Hosp Mumbai,apollo hospital Mumbai
282,87,100.0,City Hospital Mumbai,City Hospital Mumbai
189,241,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
247,2,100.0,Fortis Hospital Bangalore,fortis hospital Bangalore
19,130,1.0,AIIMS Pune,aiims Pune
1,250,1.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
263,41,100.0,AIIMS Mumbai,AIIMS Mumbai
109,153,1.0,Fortis Hospital Delhi,Fortis Hospital Delhi
124,294,1.0000000000000002,city hospital Bangalore,City Hospital Bangalore
